diseaseId,diseaseName,is_leaf_term,is_therapeutic_area,targetEnsemblId,targetSymbol,score,uniprot,passed,reason,n_candidates_checked,best_pdb_id,best_chain,ligand,resolution,resolution_tier,r_free,modeled_residues,ligand_RSCC,ligand_RSR,organism_bacterial,chembl_target_ids,best_chembl_target_id,chembl_counts_all,activity_type,activity_records
MONDO_0005275,lung disorder,False,False,ENSG00000162434,JAK1,0.6227,P23458,True,,47.0,10PI,A,A1C68,1.54,high,0.2119,576.0,0.921,0.083,False,CHEMBL2363062;CHEMBL2835;CHEMBL3038491;CHEMBL3038492;CHEMBL3301390;CHEMBL3301391;CHEMBL4630751;CHEMBL4742275;CHEMBL5291972,CHEMBL2835,CHEMBL2363062=144;CHEMBL2835=15034;CHEMBL3038491=320;CHEMBL3038492=91;CHEMBL3301390=39;CHEMBL3301391=225;CHEMBL4630751=0;CHEMBL4742275=0;CHEMBL5291972=1,IC50,15034.0
MONDO_0005275,lung disorder,False,False,ENSG00000167325,RRM1,0.6196,P23921,True,,10.0,6L3R,E,TTP,2.0,high,0.2319,1313.0,0.947,0.076,False,CHEMBL1830;CHEMBL2095215;CHEMBL3301398,CHEMBL3301398,CHEMBL1830=76;CHEMBL2095215=104;CHEMBL3301398=284,IC50,284.0
MONDO_0005275,lung disorder,False,False,ENSG00000197122,SRC,0.6184,P12931,True,,56.0,1O43,A,821,1.5,high,,106.0,,,False,CHEMBL2111336;CHEMBL2363074;CHEMBL267;CHEMBL3885535;CHEMBL4523733;CHEMBL4523978;CHEMBL4630728,CHEMBL267,CHEMBL2111336=0;CHEMBL2363074=5;CHEMBL267=6507;CHEMBL3885535=0;CHEMBL4523733=0;CHEMBL4523978=0;CHEMBL4630728=0,IC50,6507.0
MONDO_0005275,lung disorder,False,False,ENSG00000165025,SYK,0.6182,P43405,True,,86.0,1XBB,A,STI,1.57,high,0.221,268.0,0.948,0.058,False,CHEMBL2599,CHEMBL2599,CHEMBL2599=7656,IC50,7656.0
MONDO_0005275,lung disorder,False,False,ENSG00000228716,DHFR,0.6166,P00374,True,,87.0,1KMV,A,LII,1.05,high,0.1807,186.0,0.973,0.069,False,CHEMBL202,CHEMBL202,CHEMBL202=1590,IC50,1590.0
MONDO_0005275,lung disorder,False,False,ENSG00000183454,GRIN2A,0.6154,Q12879,True,,12.0,5H8F,B,GLY,1.81,high,0.2069,557.0,0.983,0.036,False,CHEMBL1907604;CHEMBL1972;CHEMBL2094124;CHEMBL5483086,CHEMBL2094124,CHEMBL1907604=278;CHEMBL1972=88;CHEMBL2094124=617;CHEMBL5483086=1,IC50,617.0
MONDO_0005275,lung disorder,False,False,ENSG00000101204,CHRNA4,0.6104,P43681,True,,1.0,5KXI,B,NAG,3.941,fallback,0.3074,1800.0,0.903,0.061,False,CHEMBL1882;CHEMBL1907589;CHEMBL1907591;CHEMBL3038461;CHEMBL4524133;CHEMBL4804182,CHEMBL1907589,CHEMBL1882=1;CHEMBL1907589=544;CHEMBL1907591=86;CHEMBL3038461=5;CHEMBL4524133=0;CHEMBL4804182=0,IC50,544.0
MONDO_0005275,lung disorder,False,False,ENSG00000131747,TOP2A,0.6102,P11388,True,,11.0,1ZXN,B,ADP,2.51,fallback,0.281,1500.0,0.98,0.052,False,CHEMBL1806;CHEMBL2094255;CHEMBL4106174,CHEMBL1806,CHEMBL1806=831;CHEMBL2094255=267;CHEMBL4106174=0,IC50,831.0
MONDO_0005275,lung disorder,False,False,ENSG00000159131,GART,0.6092,P22102,True,,40.0,4ZZ1,A,GAR,1.351,high,0.1577,200.0,0.988,0.046,False,CHEMBL3430882;CHEMBL3885528;CHEMBL3972,CHEMBL3972,CHEMBL3430882=0;CHEMBL3885528=8;CHEMBL3972=128,IC50,128.0
MONDO_0005275,lung disorder,False,False,ENSG00000168539,CHRM1,0.6085,P11229,True,,5.0,6ZFZ,A,PGE,2.17,high,0.242,446.0,0.824,0.194,False,CHEMBL2094109;CHEMBL2095219;CHEMBL2111417;CHEMBL2111418;CHEMBL216,CHEMBL216,CHEMBL2094109=118;CHEMBL2095219=279;CHEMBL2111417=0;CHEMBL2111418=0;CHEMBL216=2034,IC50,2034.0
MONDO_0005275,lung disorder,False,False,ENSG00000181072,CHRM2,0.6084,P08172,True,,8.0,5ZKC,A,3C0,2.3,high,0.259,384.0,0.924,0.084,False,CHEMBL2094109;CHEMBL2095187;CHEMBL2095219;CHEMBL211;CHEMBL2111352;CHEMBL2111445,CHEMBL211,CHEMBL2094109=118;CHEMBL2095187=0;CHEMBL2095219=279;CHEMBL211=1581;CHEMBL2111352=0;CHEMBL2111445=0,IC50,1581.0
MONDO_0005275,lung disorder,False,False,ENSG00000180720,CHRM4,0.599,P08173,True,,1.0,5DSG,A,0HK,2.6,fallback,0.2403,791.0,0.956,0.08,False,CHEMBL1821;CHEMBL2094109;CHEMBL2111445,CHEMBL1821,CHEMBL1821=1284;CHEMBL2094109=118;CHEMBL2111445=0,IC50,1284.0
MONDO_0005275,lung disorder,False,False,ENSG00000184984,CHRM5,0.598,P08912,True,,1.0,6OL9,A,0HK,2.541,fallback,0.2573,416.0,0.947,0.086,False,CHEMBL2035;CHEMBL2094109;CHEMBL2111352;CHEMBL2111417,CHEMBL2035,CHEMBL2035=1394;CHEMBL2094109=118;CHEMBL2111352=0;CHEMBL2111417=0,IC50,1394.0
MONDO_0005275,lung disorder,False,False,ENSG00000101868,POLA1,0.5933,P09884,True,,6.0,4QCL,E,DCP,2.2,high,0.239,889.0,0.953,0.076,False,CHEMBL1828;CHEMBL2363042,CHEMBL1828,CHEMBL1828=127;CHEMBL2363042=0,IC50,127.0
MONDO_0005275,lung disorder,False,False,ENSG00000197561,ELANE,0.5895,P08246,True,,26.0,9SI4,A,NAG,1.14,high,0.1549,218.0,0.858,0.144,False,CHEMBL248,CHEMBL248,CHEMBL248=3623,IC50,3623.0
MONDO_0005275,lung disorder,False,False,ENSG00000141867,BRD4,0.5881,O60885,True,,150.0,7Z9Y,AAA,PYZ,1.04,high,0.208,129.0,0.965,0.19,False,CHEMBL1163125;CHEMBL4106143;CHEMBL4296133;CHEMBL4296138;CHEMBL4296140;CHEMBL4296145;CHEMBL4296148;CHEMBL4296614;CHEMBL4523719;CHEMBL4523722;CHEMBL5291944;CHEMBL5291964;CHEMBL5465397;CHEMBL5465399;CHEMBL6066147;CHEMBL6066148;CHEMBL6066149;CHEMBL6193809;CHEMBL6193818;CHEMBL6193832;CHEMBL6193834;CHEMBL6195599;CHEMBL6195609,CHEMBL1163125,CHEMBL1163125=19601;CHEMBL4106143=0;CHEMBL4296133=0;CHEMBL4296138=6;CHEMBL4296140=1;CHEMBL4296145=37;CHEMBL4296148=6;CHEMBL4296614=0;CHEMBL4523719=0;CHEMBL4523722=0;CHEMBL5291944=0;CHEMBL5291964=0;CHEMBL5465397=24;CHEMBL5465399=0;CHEMBL6066147=0;CHEMBL6066148=0;CHEMBL6066149=0;CHEMBL6193809=0;CHEMBL6193818=0;CHEMBL6193832=0;CHEMBL6193834=0;CHEMBL6195599=0;CHEMBL6195609=0,IC50,19601.0
MONDO_0005275,lung disorder,False,False,ENSG00000096968,JAK2,0.5874,O60674,True,,150.0,8BXH,A,C87,1.3,high,0.1681,300.0,0.963,0.088,False,CHEMBL2363062;CHEMBL2971;CHEMBL3038492;CHEMBL3301390;CHEMBL3301392;CHEMBL4630750;CHEMBL4742263;CHEMBL4802035;CHEMBL5482983,CHEMBL2971,CHEMBL2363062=144;CHEMBL2971=19301;CHEMBL3038492=91;CHEMBL3301390=39;CHEMBL3301392=68;CHEMBL4630750=0;CHEMBL4742263=0;CHEMBL4802035=0;CHEMBL5482983=0,IC50,19301.0
MONDO_0005275,lung disorder,False,False,ENSG00000051341,POLQ,0.5865,O75417,True,,15.0,5A9F,B,ADP,3.2,fallback,0.2731,780.0,0.973,0.08,False,CHEMBL6025,CHEMBL6025,CHEMBL6025=650,IC50,650.0
MONDO_0005275,lung disorder,False,False,ENSG00000126934,MAP2K2,0.5844,P36507,True,,2.0,1S9I,A,ATP,3.2,fallback,0.36374,594.0,0.945,0.102,False,CHEMBL2111289;CHEMBL2964;CHEMBL4523690;CHEMBL4523734;CHEMBL4523755;CHEMBL4742286,CHEMBL2111289,CHEMBL2111289=187;CHEMBL2964=73;CHEMBL4523690=0;CHEMBL4523734=0;CHEMBL4523755=0;CHEMBL4742286=0,IC50,187.0
MONDO_0005275,lung disorder,False,False,ENSG00000172572,PDE3A,0.5809,Q14432,True,,4.0,7L29,D,AMP,2.08,high,0.253,1473.0,0.903,0.121,False,CHEMBL2094125;CHEMBL2095153;CHEMBL2111400;CHEMBL2363066;CHEMBL241,CHEMBL2094125,CHEMBL2094125=1298;CHEMBL2095153=34;CHEMBL2111400=0;CHEMBL2363066=16;CHEMBL241=1065,IC50,1298.0
MONDO_0005275,lung disorder,False,False,ENSG00000145675,PIK3R1,0.5802,P27986,True,,65.0,4JPS,A,1LT,2.2,high,0.2278,1226.0,0.963,0.064,False,CHEMBL2111367;CHEMBL2111432;CHEMBL2506;CHEMBL3038510;CHEMBL3559703;CHEMBL4296106,CHEMBL2111367,CHEMBL2111367=1539;CHEMBL2111432=1453;CHEMBL2506=334;CHEMBL3038510=772;CHEMBL3559703=429;CHEMBL4296106=1,IC50,1539.0
MONDO_0005275,lung disorder,False,False,ENSG00000196611,MMP1,0.5801,P03956,True,,11.0,1HFC,A,PLH,1.5,high,,157.0,,,False,CHEMBL2095216;CHEMBL2111422;CHEMBL332;CHEMBL4523984,CHEMBL332,CHEMBL2095216=16;CHEMBL2111422=0;CHEMBL332=4269;CHEMBL4523984=0,IC50,4269.0
MONDO_0005275,lung disorder,False,False,ENSG00000128271,ADORA2A,0.5799,P29274,True,,150.0,5NM4,A,ZMA,1.7,high,0.2354,382.0,0.963,0.06,False,CHEMBL2094257;CHEMBL2095213;CHEMBL2096679;CHEMBL2096982;CHEMBL2111329;CHEMBL251;CHEMBL4296621,CHEMBL251,CHEMBL2094257=11;CHEMBL2095213=0;CHEMBL2096679=0;CHEMBL2096982=0;CHEMBL2111329=1;CHEMBL251=3050;CHEMBL4296621=0,IC50,3050.0
MONDO_0005275,lung disorder,False,False,ENSG00000142208,AKT1,0.5732,P31749,True,,39.0,1UNQ,A,4IP,0.98,high,0.179,119.0,0.995,0.034,False,CHEMBL2111353;CHEMBL3038463;CHEMBL3885629;CHEMBL4106175;CHEMBL4282;CHEMBL4523748;CHEMBL5169068;CHEMBL5169081;CHEMBL6177912;CHEMBL6177913,CHEMBL4282,CHEMBL2111353=156;CHEMBL3038463=0;CHEMBL3885629=1;CHEMBL4106175=0;CHEMBL4282=6616;CHEMBL4523748=0;CHEMBL5169068=0;CHEMBL5169081=0;CHEMBL6177912=0;CHEMBL6177913=0,IC50,6616.0
MONDO_0005275,lung disorder,False,False,ENSG00000168610,STAT3,0.5719,P40763,True,,3.0,6NJS,A,KQV,2.7,fallback,0.256,523.0,0.942,0.084,False,CHEMBL4026;CHEMBL4296101;CHEMBL4523691;CHEMBL5482983,CHEMBL4026,CHEMBL4026=1829;CHEMBL4296101=1;CHEMBL4523691=0;CHEMBL5482983=0,IC50,1829.0
MONDO_0005275,lung disorder,False,False,ENSG00000196498,NCOR2,0.5675,Q9Y618,True,,27.0,2GPV,F,OHT,2.85,fallback,0.279,1331.0,0.924,0.094,False,CHEMBL2096976;CHEMBL2111363;CHEMBL3885590;CHEMBL3885591;CHEMBL4523673;CHEMBL5949,CHEMBL2111363,CHEMBL2096976=239;CHEMBL2111363=678;CHEMBL3885590=6;CHEMBL3885591=6;CHEMBL4523673=40;CHEMBL5949=0,IC50,678.0
MONDO_0005275,lung disorder,False,False,ENSG00000080644,CHRNA3,0.5663,P32297,True,,3.0,5SYO,E,C5E,2.0,high,0.2274,1007.0,0.942,0.075,False,CHEMBL1907594;CHEMBL2109233;CHEMBL2109234;CHEMBL2111384;CHEMBL2221346;CHEMBL3068;CHEMBL3137272;CHEMBL3137273;CHEMBL3137285;CHEMBL3885595;CHEMBL4524133;CHEMBL4804182;CHEMBL4888445,CHEMBL1907594,CHEMBL1907594=412;CHEMBL2109233=9;CHEMBL2109234=46;CHEMBL2111384=27;CHEMBL2221346=5;CHEMBL3068=36;CHEMBL3137272=0;CHEMBL3137273=0;CHEMBL3137285=65;CHEMBL3885595=13;CHEMBL4524133=0;CHEMBL4804182=0;CHEMBL4888445=0,IC50,412.0
MONDO_0005275,lung disorder,False,False,ENSG00000137673,MMP7,0.5632,P09237,True,,10.0,1MMQ,A,RRS,1.9,high,,166.0,,,False,CHEMBL4073,CHEMBL4073,CHEMBL4073=678,IC50,678.0
MONDO_0005275,lung disorder,False,False,ENSG00000163513,TGFBR2,0.5565,P37173,True,,12.0,5E8Y,A,STU,2.05,high,0.2272,298.0,0.909,0.08,False,CHEMBL4267,CHEMBL4267,CHEMBL4267=997,IC50,997.0
MONDO_0005275,lung disorder,False,False,ENSG00000157404,KIT,0.5558,P10721,True,,57.0,8S14,A,B49,1.5,high,0.2143,302.0,0.855,0.152,False,CHEMBL1936;CHEMBL2111428;CHEMBL4523731;CHEMBL4630731,CHEMBL1936,CHEMBL1936=4485;CHEMBL2111428=0;CHEMBL4523731=0;CHEMBL4630731=0,IC50,4485.0
MONDO_0005275,lung disorder,False,False,ENSG00000118113,MMP8,0.555,P22894,True,,25.0,1I76,A,BSI,1.2,high,0.171,163.0,0.982,0.046,False,CHEMBL2095216;CHEMBL4588,CHEMBL4588,CHEMBL2095216=16;CHEMBL4588=1090,IC50,1090.0
MONDO_0005275,lung disorder,False,False,ENSG00000137745,MMP13,0.5539,P45452,True,,46.0,830C,A,RS1,1.6,high,0.266,330.0,,,False,CHEMBL2095216;CHEMBL2111422;CHEMBL280;CHEMBL4523970,CHEMBL280,CHEMBL2095216=16;CHEMBL2111422=0;CHEMBL280=3682;CHEMBL4523970=0,IC50,3682.0
MONDO_0005275,lung disorder,False,False,ENSG00000081237,PTPRC,0.5523,P08575,True,,3.0,5FN7,B,NAG,2.3,high,0.2385,343.0,0.835,0.163,False,CHEMBL3243;CHEMBL6066037,CHEMBL3243,CHEMBL3243=1268;CHEMBL6066037=0,IC50,1268.0
MONDO_0005275,lung disorder,False,False,ENSG00000213281,NRAS,0.5512,P01111,True,,27.0,9BG8,B,GNP,1.2,high,0.1858,666.0,0.993,0.034,False,CHEMBL2079845;CHEMBL4524006;CHEMBL6193817;CHEMBL6195563,CHEMBL2079845,CHEMBL2079845=416;CHEMBL4524006=4;CHEMBL6193817=0;CHEMBL6195563=0,IC50,416.0
MONDO_0005275,lung disorder,False,False,ENSG00000109685,NSD2,0.5512,O96028,True,,17.0,9GBF,B,EPE,1.76,high,0.2281,171.0,0.95,0.055,False,CHEMBL3108645;CHEMBL5169064;CHEMBL6066047,CHEMBL3108645,CHEMBL3108645=684;CHEMBL5169064=0;CHEMBL6066047=0,IC50,684.0
MONDO_0005275,lung disorder,False,False,ENSG00000105221,AKT2,0.551,P31751,True,,13.0,2JDO,A,I5S,1.8,high,0.21,325.0,0.933,0.101,False,CHEMBL2111353;CHEMBL2431;CHEMBL4106175;CHEMBL5169082;CHEMBL6177912;CHEMBL6177913,CHEMBL2431,CHEMBL2111353=156;CHEMBL2431=1710;CHEMBL4106175=0;CHEMBL5169082=0;CHEMBL6177912=0;CHEMBL6177913=0,IC50,1710.0
MONDO_0005275,lung disorder,False,False,ENSG00000169083,AR,0.5459,P10275,True,,94.0,7ZTZ,A,DHT,1.4,high,0.2196,243.0,0.958,0.077,False,CHEMBL1871;CHEMBL4296118;CHEMBL4523653;CHEMBL4523684;CHEMBL4523730;CHEMBL5169084;CHEMBL6193822,CHEMBL1871,CHEMBL1871=4664;CHEMBL4296118=0;CHEMBL4523653=1;CHEMBL4523684=0;CHEMBL4523730=0;CHEMBL5169084=0;CHEMBL6193822=0,IC50,4664.0
MONDO_0005275,lung disorder,False,False,ENSG00000105397,TYK2,0.5429,P29597,True,,51.0,3LXP,A,IZA,1.65,high,0.22874,286.0,0.922,0.079,False,CHEMBL2363062;CHEMBL3301390;CHEMBL3301391;CHEMBL3301392;CHEMBL3553;CHEMBL6066058,CHEMBL3553,CHEMBL2363062=144;CHEMBL3301390=39;CHEMBL3301391=225;CHEMBL3301392=68;CHEMBL3553=6381;CHEMBL6066058=0,IC50,6381.0
MONDO_0005275,lung disorder,False,False,ENSG00000073614,KDM5A,0.5376,P29375,True,,41.0,5IVB,A,AKG,1.389,high,0.2142,293.0,0.953,0.066,False,CHEMBL2424504;CHEMBL4296073;CHEMBL6066054;CHEMBL6193826,CHEMBL2424504,CHEMBL2424504=2494;CHEMBL4296073=86;CHEMBL6066054=0;CHEMBL6193826=0,IC50,2494.0
MONDO_0005275,lung disorder,False,False,ENSG00000091831,ESR1,0.5374,P03372,True,,150.0,7NFB,A,GEN,1.33,high,0.1781,507.0,0.987,0.035,False,CHEMBL206;CHEMBL2093866;CHEMBL3885521;CHEMBL4523681;CHEMBL4523713;CHEMBL4523721;CHEMBL4523726;CHEMBL4523754;CHEMBL6193788,CHEMBL206,CHEMBL206=7699;CHEMBL2093866=603;CHEMBL3885521=0;CHEMBL4523681=12;CHEMBL4523713=0;CHEMBL4523721=0;CHEMBL4523726=5;CHEMBL4523754=0;CHEMBL6193788=0,IC50,7699.0
MONDO_0005275,lung disorder,False,False,ENSG00000143322,ABL2,0.5373,P42684,True,,5.0,3HMI,A,DKI,1.65,high,0.23394,268.0,0.966,0.057,False,CHEMBL2111414;CHEMBL4014;CHEMBL4523736,CHEMBL2111414,CHEMBL2111414=148;CHEMBL4014=105;CHEMBL4523736=0,IC50,148.0
MONDO_0005275,lung disorder,False,False,ENSG00000097007,ABL1,0.5368,P00519,True,,69.0,7PVS,A,PGE,1.05,high,0.1843,117.0,0.942,0.084,False,CHEMBL1862;CHEMBL2096618;CHEMBL2111414;CHEMBL3885630;CHEMBL3885645;CHEMBL4296119;CHEMBL4296120;CHEMBL4296137;CHEMBL4523725;CHEMBL4523750;CHEMBL4523751;CHEMBL6193840;CHEMBL6193843,CHEMBL1862,CHEMBL1862=5295;CHEMBL2096618=1019;CHEMBL2111414=148;CHEMBL3885630=230;CHEMBL3885645=0;CHEMBL4296119=0;CHEMBL4296120=0;CHEMBL4296137=0;CHEMBL4523725=0;CHEMBL4523750=0;CHEMBL4523751=0;CHEMBL6193840=0;CHEMBL6193843=0,IC50,5295.0
MONDO_0005275,lung disorder,False,False,ENSG00000104365,IKBKB,0.5368,O14920,True,,1.0,4KIK,A,KSA,2.83,fallback,0.2365,1269.0,0.964,0.07,False,CHEMBL1991;CHEMBL2111328;CHEMBL3883298;CHEMBL4523969,CHEMBL1991,CHEMBL1991=2336;CHEMBL2111328=69;CHEMBL3883298=11;CHEMBL4523969=0,IC50,2336.0
MONDO_0005275,lung disorder,False,False,ENSG00000113916,BCL6,0.5362,P41182,True,,150.0,5X4M,A,7ZF,1.65,high,0.20568,131.0,0.696,0.145,False,CHEMBL4105786;CHEMBL4106125;CHEMBL4523673;CHEMBL4523692;CHEMBL4523746;CHEMBL6195567,CHEMBL4105786,CHEMBL4105786=639;CHEMBL4106125=22;CHEMBL4523673=40;CHEMBL4523692=0;CHEMBL4523746=0;CHEMBL6195567=0,IC50,639.0
MONDO_0005275,lung disorder,False,False,ENSG00000083168,KAT6A,0.5357,Q92794,True,,19.0,2OZU,B,ACM,2.3,high,0.24502,254.0,0.849,0.099,False,CHEMBL3774298,CHEMBL3774298,CHEMBL3774298=950,IC50,950.0
MONDO_0005275,lung disorder,False,False,ENSG00000122779,TRIM24,0.5349,O15164,True,,20.0,3O34,B,BTN,1.9,high,0.241,189.0,0.74,0.159,False,CHEMBL3108638;CHEMBL5291690,CHEMBL3108638,CHEMBL3108638=261;CHEMBL5291690=2,IC50,261.0
MONDO_0005275,lung disorder,False,False,ENSG00000122025,FLT3,0.5345,P36888,True,,7.0,6JQR,A,CXS,2.2,high,0.213,301.0,0.928,0.182,False,CHEMBL1974;CHEMBL3430908;CHEMBL4523735;CHEMBL4630730,CHEMBL1974,CHEMBL1974=7523;CHEMBL3430908=1;CHEMBL4523735=0;CHEMBL4630730=1,IC50,7523.0
MONDO_0005275,lung disorder,False,False,ENSG00000127329,PTPRB,0.5273,P23467,True,,13.0,2H03,A,3UN,1.65,high,0.217,288.0,0.988,0.063,False,CHEMBL2706,CHEMBL2706,CHEMBL2706=605,IC50,605.0
MONDO_0005275,lung disorder,False,False,ENSG00000179295,PTPN11,0.5253,Q06124,True,,84.0,7PPL,A,EOH,1.53,high,0.1972,288.0,0.892,0.106,False,CHEMBL3864;CHEMBL4630742;CHEMBL4879528,CHEMBL3864,CHEMBL3864=4957;CHEMBL4630742=0;CHEMBL4879528=0,IC50,4957.0
MONDO_0005275,lung disorder,False,False,ENSG00000135503,ACVR1B,0.5195,P36896,True,,2.0,7MRZ,C,NAG,3.0,fallback,0.3271,722.0,0.805,0.147,False,CHEMBL5310,CHEMBL5310,CHEMBL5310=322,IC50,322.0
MONDO_0005275,lung disorder,False,False,ENSG00000132155,RAF1,0.5171,P04049,True,,53.0,3IQV,A,FSC,1.2,high,0.15322,242.0,0.967,0.065,False,CHEMBL1906;CHEMBL2111351;CHEMBL3559685;CHEMBL3883317;CHEMBL3885566;CHEMBL4106189;CHEMBL5291962;CHEMBL5291977,CHEMBL1906,CHEMBL1906=5570;CHEMBL2111351=139;CHEMBL3559685=2;CHEMBL3883317=0;CHEMBL3885566=2;CHEMBL4106189=0;CHEMBL5291962=0;CHEMBL5291977=26,IC50,5570.0
MONDO_0005275,lung disorder,False,False,ENSG00000110092,CCND1,0.5153,P24385,True,,4.0,9CSK,D,A1AZ4,2.253,high,0.2701,1038.0,0.986,0.037,False,CHEMBL1907601;CHEMBL2095942;CHEMBL2111455;CHEMBL3610;CHEMBL3885551;CHEMBL3885552;CHEMBL4523688;CHEMBL5483183;CHEMBL6195584;CHEMBL6195586,CHEMBL1907601,CHEMBL1907601=2204;CHEMBL2095942=165;CHEMBL2111455=338;CHEMBL3610=0;CHEMBL3885551=4;CHEMBL3885552=9;CHEMBL4523688=0;CHEMBL5483183=0;CHEMBL6195584=0;CHEMBL6195586=0,IC50,2204.0
MONDO_0005275,lung disorder,False,False,ENSG00000100030,MAPK1,0.5099,P28482,True,,150.0,6SLG,A,LHZ,1.33,high,0.228,337.0,0.807,0.125,False,CHEMBL1907606;CHEMBL3885566;CHEMBL4040;CHEMBL6066552;CHEMBL6195573,CHEMBL4040,CHEMBL1907606=202;CHEMBL3885566=2;CHEMBL4040=9109;CHEMBL6066552=58;CHEMBL6195573=0,IC50,9109.0
MONDO_0005275,lung disorder,False,False,ENSG00000186350,RXRA,0.5096,P19793,True,,106.0,7A77,A,PLM,1.5,high,0.1799,237.0,0.931,0.106,False,CHEMBL2061;CHEMBL2111394;CHEMBL2363070;CHEMBL2363071;CHEMBL3430878;CHEMBL3430879;CHEMBL3430883;CHEMBL3885613;CHEMBL3885631;CHEMBL3885632;CHEMBL3885633,CHEMBL2061,CHEMBL2061=925;CHEMBL2111394=4;CHEMBL2363070=3;CHEMBL2363071=0;CHEMBL3430878=0;CHEMBL3430879=0;CHEMBL3430883=0;CHEMBL3885613=0;CHEMBL3885631=0;CHEMBL3885632=0;CHEMBL3885633=0,IC50,925.0
MONDO_0005275,lung disorder,False,False,ENSG00000171791,BCL2,0.5089,P10415,True,,43.0,6GL8,A,F3Q,1.4,high,0.19439,144.0,0.941,0.076,False,CHEMBL3885513;CHEMBL3885516;CHEMBL4523685;CHEMBL4748224;CHEMBL4860;CHEMBL5169264;CHEMBL5169265;CHEMBL5169266;CHEMBL6066579,CHEMBL4860,CHEMBL3885513=1;CHEMBL3885516=4;CHEMBL4523685=0;CHEMBL4748224=0;CHEMBL4860=3106;CHEMBL5169264=33;CHEMBL5169265=3;CHEMBL5169266=285;CHEMBL6066579=53,IC50,3106.0
MONDO_0005275,lung disorder,False,False,ENSG00000111275,ALDH2,0.5033,P05091,True,,26.0,1O04,C,GAI,1.42,high,0.1712,3952.0,0.973,0.056,False,CHEMBL1935;CHEMBL3542434,CHEMBL1935,CHEMBL1935=284;CHEMBL3542434=0,IC50,284.0
MONDO_0005275,lung disorder,False,False,ENSG00000167258,CDK12,0.5008,Q9NYV4,True,,38.0,4NST,C,ADP,2.2,high,0.2401,1128.0,0.679,0.09,False,CHEMBL3559691;CHEMBL3559692;CHEMBL4106169;CHEMBL4630753;CHEMBL4879535;CHEMBL5465245;CHEMBL6193761;CHEMBL6196201,CHEMBL4106169,CHEMBL3559691=4;CHEMBL3559692=275;CHEMBL4106169=1070;CHEMBL4630753=0;CHEMBL4879535=3;CHEMBL5465245=0;CHEMBL6193761=0;CHEMBL6196201=0,IC50,1070.0
MONDO_0005084,mental disorder,False,False,ENSG00000142192,APP,0.8798,P05067,True,,53.0,2IPU,D,ACM,1.65,high,0.225,894.0,0.831,0.117,False,CHEMBL2487,CHEMBL2487,CHEMBL2487=2070,IC50,2070.0
MONDO_0005084,mental disorder,False,False,ENSG00000186868,MAPT,0.8597,P10636,True,,39.0,4TQE,H,PGE,1.6,high,0.19715,454.0,0.775,0.165,False,CHEMBL1293224;CHEMBL4296122;CHEMBL4296123;CHEMBL4296124;CHEMBL6066025;CHEMBL6193767,CHEMBL1293224,CHEMBL1293224=392;CHEMBL4296122=0;CHEMBL4296123=0;CHEMBL4296124=0;CHEMBL6066025=0;CHEMBL6193767=0,IC50,392.0
MONDO_0005084,mental disorder,False,False,ENSG00000130816,DNMT1,0.8434,P26358,True,,16.0,7SFD,A,SAH,2.09,high,0.2159,866.0,0.965,0.069,False,CHEMBL1993,CHEMBL1993,CHEMBL1993=603,IC50,603.0
MONDO_0005084,mental disorder,False,False,ENSG00000126583,PRKCG,0.7884,P05129,True,,1.0,2UZP,B,PLP,2.0,high,0.205,426.0,0.934,0.11,False,CHEMBL2093867;CHEMBL2096620;CHEMBL2938,CHEMBL2093867,CHEMBL2093867=530;CHEMBL2096620=4;CHEMBL2938=253,IC50,530.0
MONDO_0005084,mental disorder,False,False,ENSG00000273079,GRIN2B,0.777,Q13224,True,,10.0,7UJT,A,ATP,2.1,high,0.2465,284.0,0.891,0.093,False,CHEMBL1904;CHEMBL1907603;CHEMBL2094124;CHEMBL5483086,CHEMBL1907603,CHEMBL1904=2021;CHEMBL1907603=2156;CHEMBL2094124=617;CHEMBL5483086=1,IC50,2156.0
MONDO_0005084,mental disorder,False,False,ENSG00000183454,GRIN2A,0.7556,Q12879,True,,12.0,5H8F,B,GLY,1.81,high,0.2069,557.0,0.983,0.036,False,CHEMBL1907604;CHEMBL1972;CHEMBL2094124;CHEMBL5483086,CHEMBL2094124,CHEMBL1907604=278;CHEMBL1972=88;CHEMBL2094124=617;CHEMBL5483086=1,IC50,617.0
MONDO_0005084,mental disorder,False,False,ENSG00000149295,DRD2,0.7541,P14416,True,,4.0,6CM4,A,8NU,2.867,fallback,0.2492,423.0,0.913,0.128,False,CHEMBL2095169;CHEMBL2095396;CHEMBL2096905;CHEMBL2111341;CHEMBL2111460;CHEMBL2111468;CHEMBL217;CHEMBL2331075;CHEMBL3038478;CHEMBL4296096,CHEMBL217,CHEMBL2095169=0;CHEMBL2095396=0;CHEMBL2096905=9;CHEMBL2111341=0;CHEMBL2111460=0;CHEMBL2111468=0;CHEMBL217=2480;CHEMBL2331075=0;CHEMBL3038478=0;CHEMBL4296096=10,IC50,2480.0
